text,translation
its way out of confinement!,想办法逃出了禁锢！
jump all over the place when,到处乱跳，当
just can't give a sermon very well.,实在不擅长布道。
keyboard allows the musician to select the pitch of the instrument.],键盘让乐手可以选择乐器的音高。]
kinds as well as some [C:6:0:1]Rough Gems[C:7:0:0] if you are lucky.,种类，如果运气好的话还有些许[C:6:0:1]原石[C:7:0:0]。
known information source,已知信息来源
label '%s' already defined on line %d,标签 '%s' 已在第 %d 行定义
laid a series of oppressive edicts upon,颁布了一系列苛政于
laughs in a distinct fashion when,以独特的方式发笑，当
laughs in a unique way when,以独特的方式发笑，当
laughs in a unique way whenever,每当……时都会以独特的方式发笑
laughs very loudly whenever,每当……时都会放声大笑
launched an expedition to reclaim,派遣远征队收复了
layer because it's in the current playing layers.,音乐层，因为它属于当前正在播放的音乐层。
layer because it's in the layer configuration.,音乐层，因为它已在音乐层配置中。
layer because it's not in the currently playing layers.,音乐层，因为它不属于当前正在播放的音乐层。
layer because it's not in the new layer configuration.,音乐层，因为它不在新的音乐层配置中。
"layer over one measure, as it should fade out.",音乐层（超过一个小节），因为它应当淡出。
layer to add on the combat song.,音乐层，以便在战斗歌曲中加入。
layer to start the song.,音乐层，以便开始播放歌曲。
"layer volume, but the foreground channel group was destroyed.",音乐层音量，但前台声道组已被销毁。
leather/dye available,可用皮革/染料
left to found a new settlement,离开以建立新定居点
left to reclaim the ruins,前去收复废墟
legendary information source,传奇级情报来源
legendary storyteller,传奇级讲故事者
legendary trade partner,传奇级贸易伙伴
legendary training partner,传奇级训练伙伴
lexical element too long,词汇元素过长
life without sparing a thought to repercussions or propriety,行事全然不顾后果与礼节
lifted numerous oppressive laws from,废除了众多压迫性法令，对
likes the way that they would break up the monotony on some level,某种程度上喜欢它们能打破单调感
likes working outdoors and grumbles only mildly at inclement weather.,喜欢在户外工作，对恶劣天气也只会轻微抱怨。
live in the indicated locations above.,居住在上述标示的位置。
living gods and mighty beasts,在世的神明与强大的野兽
lock the ways into your fortress.  The ways to build traps are as wild as your imagination.,封锁通往你要塞的路径。建造陷阱的方式如你的想象力一样自由。
look past illicit acts,对非法行为睁一只眼闭一只眼
"looks around nervously and leans forward, speaking quietly.",紧张地环顾四周，身体前倾，低声说话。
looks to your thriving economy for its future prosperity.,指望你繁荣的经济为其未来带来兴旺。
"looses a roaring laughter, fell and terrible!",发出狂野的大笑，可怕而狰狞！
lowered to the ground,被放到地上
made a copy of the original,仿制了原版
made a masterful improvement,做出了精湛的改进
made an agreement with,与……达成了协议
made an outright foolish plan,制定了一个彻头彻尾愚蠢的计划
maintains possession of the,仍持有
make a counteroffer if your offer is almost acceptable.,如果你的报价接近可接受，可以做出还价。
make an offer of service,提出服务请求
make an offer of service to,向……提出服务请求
making a breakthrough concerning,在……方面取得了突破
making of a masterful improvement,做出精湛的改进
malformed pattern (ends with '%%'),格式错误的模式（以'%%'结尾）
malformed pattern (missing ']'),格式错误的模式（缺少']'）
malformed pattern (missing arguments to '%%b'),模式格式错误（'%%b' 缺少参数）
managed to escape from,成功从……逃脱
marked as ready to release.,已标记为可释放。
marriage traveler placed out of bounds,通婚旅行者被放置在边界之外
masterfully constructed by,由……以精湛工艺建造
masterfully designed,设计精湛
masterfully dyed with,以精湛工艺染成
masterfully prepared,以精湛技艺准备
may try [C:5:0:1]Planting[C:7:0:0] or [C:5:0:1]Gathering[C:7:0:0].,可以尝试[C:5:0:1]种植[C:7:0:0]或[C:5:0:1]采集[C:7:0:0]。
measures before playing next layer.,在开始下一层游戏之前先进行测量。
melody pipe attached to the bag.,旋律管连接在风袋上。
melody pipe is used by the musician to select the pitch of the instrument.],旋律管由乐师用来选择乐器的音高。]
memory allocation error: block too big,内存分配错误：内存块过大
menaces with spikes of,以……的尖刺构成威胁
merchant company from,来自……的商队
might become impatient or upset with you.,可能会对你感到不耐烦或生气。
might contain new residents along with their old treasures...,可能藏有新居民以及他们的旧日珍宝……
milliseconds left in current phrase:,当前短语剩余毫秒数：
milliseconds of current phrase:,当前短语总毫秒数：
milliseconds to fade,淡出毫秒数
mind after forming an initial idea,心中形成初步想法之后
mind and will generally go with the prevailing view on anything,想法且通常随大流认同主流观点
mind during a debate regardless of the merits,想法，不论是非对错
mind to agree with somebody else,想法去认同他人
missing '[' after '%%f' in pattern,模式中 '%%f' 后缺少 '['
missing plural string,缺少复数字符串
missing size for format option 'c',格式选项 'c' 缺少大小
modestly and frowns on any flashy accoutrements,朴实，反感任何浮华的装饰
modifiers for format '%%a'/'%%A' not implemented,格式 '%%a'/'%%A' 的修饰符未实现
module '%s' not found:%s,未找到模块 '%s'：%s
money between currency types in this fashion.,以这种方式在不同货币之间兑换。
most often takes the form of a,最常表现为一种
move frantically when,在……时惊慌乱窜
moved on in search of a better future,启程寻找更美好的未来
moved on in search of a better future after the horrible mismanagement of,因……的恶劣管理而启程寻找更美好的未来
ms to play next group #,毫秒后播放组 #
ms to play stinger from group #,毫秒后播放组 # 的提示音
multiple to-be-closed variables in local list,本地列表中多个待关闭变量
my former apprentice.,我昔日的学徒。
my traveling companion.,我的旅伴。
natural aversion to the adversary's inherent association with,对敌手天生与……的联系怀有本能的厌恶
natural aversion to the adversary's worship of,对敌手崇拜……怀有本能的厌恶
near burning branches,靠近燃烧的树枝
neck allows the musician room to stop,琴颈让乐手有余地按压
"neck bowl vibrates with the rest of the instrument, producing sound.]",颈碗会与乐器其余部分一同振动，发出声响。]
"no rain layer found, so playing one.",未找到雨声层，播放一个。
no region variant provided for,未提供区域变体：
"no river layer found, so playing one.",未找到河流层，播放一个。
"no valid poll data sent, so can't set new region information.",未收到有效的投票数据，无法设置新的区域信息。
"no walla layer found, so playing one.",未找到环境声层，播放一个。
nonsensical words and sounds,无意义的词语和声音
not be able to guide you personally.  It is the best I can do.,无法亲自为你引路。这是我能做到的极限了。
not found -- using default.,未找到——使用默认值。
noted information source,记录的信息来源
noted training partner,记录的训练伙伴
notes dividing the octave.,音符划分八度音阶。
notes spaced evenly throughout the octave.,音符均匀分布在八度音阶中。
now know a few facts about,现在了解了一些关于
null app_mod_selection,应用模组选择为空
null item load -- type:,物品加载为空——类型：
neck connecting to a,连接到
need [C:6:0:1]Charcoal[C:7:0:0] from the [C:6:0:0]Wood Furnace[C:7:0:0] to start the process.,需要来自 [C:6:0:0]木炉[C:7:0:0] 的 [C:6:0:1]木炭[C:7:0:0] 才能开始该过程。
need to match perfectly,必须完全匹配
need to match perfectly.,必须完全匹配。
needs alcohol to get through the working day,需要酒才能熬过工作日
"never acts without prolonged deliberation, even to",从不未经深思熟虑就采取行动，即使是
never allows pauses to occur in conversation,绝不允许对话出现停顿
no alignment provided for,没有为
no ambiance layer found by ambiance,环境音系统未找到环境音层
no ambiance layer found by name,未按名称找到环境音层
"no campfire loop found, so playing one.",未找到营火循环音，故播放其中一个。
"no character creation ambiance layer found, so playing one.",未找到角色创建环境音层，故播放其中一个。
"no current region set, so no walla layer playing.",未设置当前区域，故不播放环境人声层。
no field package.preload['%s'],无字段 package.preload['%s']
no module '%s' in file '%s',文件 '%s' 中没有模块 '%s'
number has no integer representation,数字无整数表示
number%s has no integer representation,数字%s无整数表示
object length is not an integer,对象长度不是整数
occasionally plucked.,偶尔弹拨。
occasionally struck.,偶尔敲击。
of previous passages,属于前文段落
of the living and must be killed.,属于生者，必须被杀死。
of the previous passage,属于前一段落
of unknown parentage,出身不明
offer of tribute from,来自……的贡品提议
offer your services to,向……效劳
offered revenge upon,曾向……寻仇
offers to pay homage to,向……表示臣服
often can't help interrupting others,常常忍不住打断别人
often greets others with a hug,常以拥抱问候他人
often interrupts others during conversations,经常在交谈中打断别人
often points and shakes,经常指指点点、手舞足蹈
often starts chewing on,经常开始啃咬
often starts talking to,经常开始和……说话
often talks to inanimate objects when,经常和没有生命的东西说话，当
often tells pointless stories when,经常讲些毫无意义的故事，当
often tells stories without any real point,经常讲些毫无意义的故事
often touches others during conversations when,交谈时经常触碰他人，当
often touches those to whom,经常触碰那些
on the blood of the living!,以生者的鲜血为名！
"once more, this time",再来一次，这次
one of the only ones of,少数……之一
only rarely tries to assert,很少试图坚持
operator.  Choose a resting orientation.,操作员。请选择休息朝向。
or [C:6:0:1]Plants[C:7:0:0] there.  The number of [C:6:0:1]Drink[C:7:0:0] rations can be seen at the top of the screen.,或那里的[C:6:0:1]植物[C:7:0:0]。[C:6:0:1]饮料[C:7:0:0]配给的数量显示在屏幕顶部。
or from the inventory menu.,或从物品栏菜单中。
or hold+drag the middle mouse button.,或按住并拖动鼠标中键。
"or raise the [C:6:0:0]Bridge[C:7:0:0], locking you inside.",或升起[C:6:0:0]吊桥[C:7:0:0]，将自己锁在要塞内。
or stirring up trouble with a neighboring hearth.,或挑起与邻近灶膛的争端。
or suffer the consequences.,否则后果自负。
or the whole squad from the [C:5:0:1]Squad[C:7:0:0] menu.,或在[C:5:0:1]小队[C:7:0:0]菜单中选择整个小队。
orders lining up with the month.  You can also copy an order from any cell.  Clicking on the,指令与月份对齐。你也可以从任意单元格复制指令。点击
originally devised by,最初由以下人员设计
other groups vying for control.,其他争夺控制权的团体。
other major settlements.,其他主要定居点。
other strings vibrate in sympathy and are rarely played themselves,其他琴弦会共振鸣响，但很少被直接弹奏
other villages which utilize the market there.,其他使用该市场的村庄。
out and tries to return favors,并试图回报恩情
out from exhaustion.,力竭而倒下。
out thick strands of webbing,抽出粗粗的丝缕
population of nearly one hundred thousand,人口近十万
population of nearly one million,人口近一百万
population of nearly ten thousand,人口近一万
population of nearly twenty thousand,人口近两万
population of nearly two hundred thousand,人口近二十万
population of nearly two million,人口近两百万
population of one hundred thousand,人口十万
population of one million,人口一百万
population of roughly a hundred,人口约百
population of several hundred,人口数百
population of some dozens,人口数十
population of ten thousand,人口一万
population of thousands,人口数千
population of twenty thousand,人口两万
population of two hundred thousand,人口二十万
over the latter's romantic relationship,后者的恋爱关系
own appearance and talents,自己的外貌和才华
"own appearance, abilities and other personal matters",自己的外貌、能力等个人情况
own detriment and the harm of those around,自身的损失和周围人受到的伤害
own experiences and thoughts with others,自己的经历和想法
"own life, with everything kept in its proper place",自己的生活，一切井然有序
own looks and accomplishments,自己的容貌和成就
own mortality and sought to extend,自己的死亡并试图延长
"own wellbeing, having no interest in material goods",自身的安乐，对物质财富毫无兴趣
pale behind the clouds,在云层后显得苍白
panning changing from,淘洗情形由…变为…
part of the problem.,问题的一部分。
partially free of the web.,部分摆脱了蛛网。
partially overcome the paralysis.,部分克服了麻痹。
partially paralyzed!,部分麻痹了！
plotted to assassinate,密谋刺杀
plotted to induce a war of,密谋挑起战争，针对
plotted to infiltrate,密谋渗透
plotted to sabotage the activities of,密谋破坏……的活动
plotter (assassinate) placed out of bounds,刺杀阴谋者已超出界限
plotter (funding network) placed out of bounds,资金网络阴谋者已超出界限
plotter (steal artifact) placed out of bounds,窃取神器阴谋者已超出界限
point of view in a discussion,讨论中的观点
population in the hundreds of thousands,人口达数十万
population in the millions,人口达数百万
population in the tens of thousands,人口达数万
population of a few dozen,人口仅数十
population of a few hundred,人口仅数百
population of a few thousand,人口达数千
population of a thousand,人口达一千
population of well over a hundred,人口远超一百
population of well over one hundred thousand,人口远超十万
population of well over one million,人口远超一百万
population of well over ten thousand,人口远超一万
population of well over twenty thousand,人口远超两万
population of well over two hundred thousand,人口远超二十万
position out of bounds,位置超出边界
possessed of an unusual destiny.,拥有非同寻常的命运。
power from the Underworld by invoking,通过召唤从冥界获取力量
power to avoid excitement and stress,以避免刺激和压力的力量
prefers discord and debate at a more abstract level,更喜欢在更抽象的层面进行争论和辩论
prefers to work alone,喜欢独自工作
prepared a masterful,准备了一份大师级的
preparetomb() HAS NULL owner,preparetomb() 的 owner 为 NULL
preparetomb() HAS owner_unid==-1,preparetomb() 的 owner_unid 为 -1
preset attempted beyond Y range,预设超出Y范围
preset failed to load X value at Y =,预设加载X值失败，位置在Y =
presupposes success in any venture requiring,预设了任何需要以下条件的事业都会成功
processable (to barrel),可加工（制成木桶）
processable (to vial),可加工（制成小瓶）
promise already satisfied,承诺已经兑现
propelled away by the force of the blow!,被击打的力量击飞了！
property was confiscated,财产被没收
prostrating itself before,跪拜于
protected knowledge from being irrevocably lost,保护知识免于永久失传
pump is used to supply air to the instrument.],风泵用于为乐器供气。]
"pump to send water into a chamber, ultimately supplying air to blow",风泵将水送入腔室，最终供气以吹奏
put forth a sound plan,提出了一个合理的计划
quite hopeful about the future,对未来充满希望
quite often tells pointless stories when,经常在……时讲些毫无意义的故事
raised their suspicions and the plan was foiled.,引起了他们的怀疑，计划因此败露。
rapport in order to elicit information.,建立信任，以便套取情报。
reader function must return a string,读取器函数必须返回一个字符串
received the title of,获得了头衔
reciting nonsensical words and sounds,念诵着毫无意义的词语和声音
reciting the words of,念诵着……的言辞
refrain occurs as line,副歌出现在第
refrain occurs as lines,副歌出现在第
refugees calling themselves,自称……的难民
refusal to identify to,拒绝向……表明身份
refused an offer of peace from,拒绝了……提出的和平提议
refused to give a name,拒绝透露姓名
refused to reveal anything and was released.,拒绝透露任何信息，随后被释放。
regained their senses after an initial period of questionable judgment.,在最初的判断失常后恢复了理智。
regained their senses after another period of questionable judgment.,又经历一段判断失常后恢复了理智。
regarding the conflict between,关于……之间的冲突
region ambiance at (x:,区域环境音位于(x:
rejected (already in use.),已拒绝(已被占用。)
rejected (not enclosed.),已拒绝(未封闭。)
rejected an offer of peace from,拒绝了……的和平提议
rejected contact with,拒绝了与……的接触
religious opposition to the adversary's inherent association with,宗教上反对敌人与……的固有联系
religious opposition to the adversary's worship of,宗教上反对敌人对……的崇拜
remains put off by deliberate merrymaking,仍对刻意的狂欢感到不快
remains stuck in your,仍卡在你的
repealed numerous oppressive laws,废除了多项压迫性法律
"requested, priced at",已请求，定价为
requires it to be a proper,要求它必须是一个正式的
respect of martial prowess,对武艺的敬重
resulting string too large,结果字符串过长
revealed nothing during interrogation.,在审讯中一无所获。
"revels in chaos and discord, and",陶醉于混乱与纷争，并且
reverted to a wild state!,退化成了野生动物！
rhythm is a single line with,节奏是单行，带有
roam freely out there.,在外面自由游荡。
room with a [C:6:0:0]Door[C:7:0:0] and use the [C:5:0:1]Zones[C:7:0:0] menu to assign an official [C:3:0:0]Bedroom[C:7:0:0] for each resident.,房间，带有一扇[C:6:0:0]门[C:7:0:0]，然后使用[C:5:0:1]区域[C:7:0:0]菜单为每位居民指定正式的[C:3:0:0]卧室[C:7:0:0]。
rumored information source,传闻中的情报来源
sabotaged the activities of,破坏了……的活动
sacred sites were desecrated,圣地遭到亵渎
"said, ""Are you going to eat that?""",说道：“你还要吃那个吗？”
saw the sun and vomited on the spot!,看到了太阳，当场呕吐了！
sculpture has melted!,雕塑融化了！
section is distinct.,部分截然不同。
section is punctuated by,部分被……打断
secured tribute from,从……取得了贡品
specify your attack more precisly.,请更精确地指定你的攻击方式。
spotted the forces of,发现了……的部队
spouse's miscarriage,配偶流产
stand is used to support the instrument.],支架用于支撑乐器。]
stares intently when,在……时凝神注视
started a fight with,与……开始斗殴
starting high walla for the,为……开始修建高墙
starting low walla for the,为……开始修建矮墙
starting medium walla for the,为……开始修建中等高度的墙
starting new ambiance for,为……启动新的环境音效
starting the one shots thread.,启动单发事件线程。
starts getting bored,开始感到无聊
starts talking to inanimate objects,开始与无生命的物体交谈
starts to drone when,在……时开始喋喋不休
starts to mutter under,开始低声咕哝
seem to know how to play the,似乎知道如何演奏
"seems to have correct format but could not find proper BPs in any caste, so not added",格式看似正确，但在任何种姓中都找不到合适的身体部件(BP)，因此未添加
sees concealment of emotions as a betrayal and tries,认为掩饰情感是一种背叛，并试图
sees the pursuit of good,认为追求善
sees the whole pursuit of art as a waste,认为整个艺术追求都是浪费
sees these tendencies as an impediment to the quest for power,认为这些倾向是追求权力的障碍
"select [C:5:0:1]""Trade""[C:7:0:0].  Don't worry if you have no [C:5:0:0]Broker[C:7:0:0], just select [C:5:0:1]""Anyone can Trade""[C:7:0:0].  You cannot trade",选择[C:5:0:1]“交易”[C:7:0:0]。即使没有[C:5:0:0]经纪人[C:7:0:0]也不用担心，只需选择[C:5:0:1]“任何人都可以交易”[C:7:0:0]。你无法交易
selected as curated moment layers.,被选为精选时刻图层。
self-identification to,自我认同为
sense of independence,独立意识
set a region variant (,设置区域变体（
shares intimate details of,分享……的私密细节
shares the same rhyme.,具有相同的韵脚。
ship is of the highest quality.,是最高品质的。
should be composed and performed using,应以……方式创作和演奏
should be performed using,应当使用……进行
skids along the ground,贴着地面滑行
skills with what could be called blind overconfidence,技能……带着近乎盲目的过度自信
skipped: identifier cannot start with 'classic'.,已跳过：标识符不能以“classic”开头。
skipped: identifier cannot start with 'vanilla'.,已跳过：标识符不能以“vanilla”开头。
skips over to others when,在……时跳到别人那里去
"so that your residents have water to drink.  You'll want one of these anyway for other purposes, like cleaning",以便你的居民有水可喝。反正你也会需要一个水池用于其他用途，比如清洁
sometimes has need for my services.,有时需要我的服务。
somewhat disgusted with eloquent speakers,对能言善辩者有些反感
"song has been stopped, so abandoning ambiance watcher to adjust volume after song stops.",歌曲已停止，放弃氛围监控器，以便在歌曲结束后调整音量。
sought out and returned our treasures,寻回并归还了我们的财宝
"sound-chest of the instrument vibrates with the strings, producing sound.]",乐器的音箱随琴弦振动，发出声响。]
speaks in a monotone when,在……时用单调的语气说话
speaks very deliberately when,在……时说话非常慎重
specifier '%%q' cannot have modifiers,说明符“%%q”不能带修饰符
starts to stutter when,在……时开始结巴
starts to talk slowly,开始缓慢地说话
starts to whisper when,在……时开始低语
starts yelling whenever,一……就大声吼叫
steps in a circular pattern,以圆形路线踏步
steps in a figure-eight pattern,以八字形路线踏步
steps in a square pattern,以方形路线踏步
steps in a triangle pattern,以三角形路线踏步
steps in an intricate pattern,以复杂图案踏步
still holds the idea of freedom itself in low regard,依然轻视自由本身的理念
still holds the law in disdain,依然蔑视法律
"still views loyalty in a dim light, at least in the abstract",依然对忠诚持悲观态度，至少在抽象层面上如此
stof argument out of range,stof 参数超出范围
stoi argument out of range,stoi 参数超出范围
stopping all wallas for the,停止所有的环境音以
stops and pays attention to you.,停下并注意到你。
stretched over the instrument and used to produce sound.],绷在乐器上并用于发出声音。]
string by stopping it against the body.,弦，将其按在琴身上。
string by stopping it against the neck.,弦，将其按在琴颈上。
string contains zeros,字符串包含零
string length does not fit in given size,字符串长度超出给定大小
string length overflow,字符串长度溢出
string longer than given size,字符串长于给定大小
string slice too long,字符串切片过长
struck by a ball of flames!,被一团火焰击中！
"struggles against this tendency, as",与这种倾向抗争，
stunned by divine power!,被神力震慑！
succession traveler placed out of bounds,继承旅者被置于边界之外
surprised by the ferocity of,被……的凶猛所震慑
suspended a linkage from,悬挂了一个连杆
suspended the construction of,暂停了……的建造
tactical planning was superior to,战术规划胜过
takes no pleasure in,对……毫无兴趣
takes the full force of the impact,承受了冲击的全部力量
talent and abilities,才华与能力
talents and accomplishments,才华与成就
talents and appearance,才华与容貌
talks to inanimate objects when,在……时会与无生命物体交谈
talks to inanimate objects when there is a lull in the conversation,在谈话冷场时会与无生命物体交谈
talks very loudly when,在……时说话非常大声
talks very loudly whenever,每当……时说话非常大声
talks very quickly when,在……时说话非常快
talks very quietly when,在……时说话非常轻声
talks very rapidly after,在……之后语速飞快
tameable small creature,可驯服的小型生物
the failed attempt by,……的失败尝试，其尝试者为
the failure to secure,未能确保
the false friendship of,……的虚伪友谊，出自
the fatal illness of,的致命疾病
the first contact of,的首次接触
the first to reach the summit of,首位登顶
the fundamental dance move.,基础舞步。
the fundamental dance position.,基础舞蹈姿势。
the game progresses.  Use the [C:5:0:1]Nobles and administrators[C:7:0:0] menu to check their wants and needs.,游戏的进行。使用[C:5:0:1]贵族与政务官[C:7:0:0]菜单查看他们的需求和愿望。
the giving up on being a,放弃了成为
the grid and the months of the year are shown down the left side.  To assign different orders,网格，月份显示在左侧。要指定不同命令
the heat-induced death of,因高温导致的死亡
the impersonation of,对……的冒充，被冒充者为
the incorporation of,对……的吸收整合，对象为
the issue of their oneness with,他们与……合一的问题
the issue of their worship of,他们崇拜……的问题
the lifting of numerous oppressive laws from,废除针对……的众多压迫性法律
the loss of a diplomat of,失去一名……的外交官
"the marks of numerous old wounds, the chief among them",众多旧伤疤，其中最主要的是
"the marks of old wounds, including",旧伤疤，包括
the mortal wounding of,致命重创
the musical composition,乐曲
the natural issue of their oneness with,他们与……合而为一的自然结果
the natural issue of their worship of,他们崇拜……的自然结果
"the next.  [C:2:0:1]Click[C:7:0:0] the surface, [C:2:0:1]move the camera down one level[C:7:0:0], and [C:2:0:1]click[C:7:0:0] the underground.  Reversing the",下一层。[C:2:0:1]点击[C:7:0:0]地表，[C:2:0:1]将镜头下移一层[C:7:0:0]，再[C:2:0:1]点击[C:7:0:0]地下。反转
the passing of corruptly-obtained funds by,非法所得资金的转移
the perfect phrasing.,完美的措辞。
the permanent joining by,永久加入
the poem to life with this flawless recitation.,这首诗以这场完美的朗诵栩栩如生地呈现。
the proclamation of a series of oppressive edicts upon,对……颁布一系列压迫性法令
the acceptance of an offer of peace from,接受了来自……的和平提议
the acquisition of a copy of,获得了……的抄本
the agreement between,……之间的协定
the alliance between,……之间的同盟
the arrest and interrogation of,逮捕并审讯了……
the bestowal of the title of,授予……头衔
the career change from,……的职业变更
the crushing of the insurrection against,粉碎了针对……的叛乱
the death in the dark of,……死于黑暗之中
the declaration that,宣称……
the detection of the forces of,发现了……的军队
the disappearance of,……失踪了
the end of the insurrection in,……的叛乱结束了
the establishment of a guildhall for,为……建立了公会大厅
the establishment of a temple for,为……建立了神庙
the putting to rest of,安葬
the questionable judgment of,欠妥的决断
the rampage of the forces of,……势力的暴行
the rejection of a petition for a guildhall for,拒绝为……建立公会厅的请愿
the rejection of a petition for a temple for,拒绝为……建立神殿的请愿
the rejection of an offer of peace from,拒绝……的和平提议
the rejection of contact by,拒绝……的接触
the return to reason at the settlement of,……定居点恢复理性
the sabotage of the activities of,破坏……的活动
the sanctification of,封圣
the story in vivid detail.,故事生动的细节。
the subject of the poem,诗歌的主题
the subordination of,使……臣服
the tactical contest between,……之间的战术较量
the transformation of,……的转变
the voiding of agreements with,废止与…的协议
the weary shoulders of the people of,…人民疲惫的肩膀
the words evocatively.,唤起共鸣的文字。
then designate [C:6:0:1]Items[C:7:0:0] for [C:3:0:1]Dumping[C:7:0:0].,然后将 [C:6:0:1]物品[C:7:0:0] 标记为 [C:3:0:1]倾倒[C:7:0:0]。
they are seen by a [C:5:0:0]Doctor[C:7:0:0].,他们被 [C:5:0:0]医生[C:7:0:0] 看到了。
this character to play them again.,此角色以再次游玩。
this is the worst workaround for a bug that has ever existed and if you see this putnam will give you a cookie,这是有史以来最糟糕的 bug 规避方法，如果你看到这条，putnam 会给你一块饼干
thread/dye available,可用的线/染料
threatens our people with its very presence.,仅凭其存在就威胁着我们的人民。
through a hole in the,穿过…上的一个洞
through force of argument,凭借雄辩的言辞
through the efforts of,通过…的努力
through the machinations of,通过…的密谋
through their legend but will not be,凭借其传奇，但不会被
throughout the form.,贯穿整个形态。
throughout the world,遍布全世界
throwing competition,投掷比赛
"thrust a spire of slade up from the underworld, naming it",从冥界竖起一根魔晶尖塔，命名为
time result cannot be represented in this installation,当前安装无法表示该时间结果
time until next ambiance was supposed to be:,距下一次环境音的预期时间：
to be of the highest ideals and celebrates talented artisans and their masterworks,秉持最崇高的理想，颂扬才华横溢的工匠及其杰作
to be relatively worthless,价值相对低廉
to butcher a carcass or to engage in crafting activities.  Hunting is an important way to get food.  The base game has limited crafting.,屠宰尸体或从事制作活动。狩猎是获取食物的重要方式。基础游戏中的制作功能较为有限。
to conclude the transaction.,以完成交易。
"to continue an active conversation.  People can share troubles they'd like your help with, and you can also trade with shopkeepers or barter with most others.",以继续当前对话。人们可以向你倾诉烦恼寻求帮助，你也可以与店主交易或与大多数人以物易物。
"to draw or strap your weapon.  If your weapons are drawn and you aren't a local soldier, people may panic.",以拔出或收起武器。如果你的武器已出鞘而你又不是当地士兵，人们可能会惊慌。
to entertain the citizenry,为民众带来欢乐
to entertain the world,为世界带来欢乐
to eradicate monsters,消灭怪物
to grant an important position,授予重要职位
telling of the story of,讲述……的故事
telling the tale quite well.,把故事讲得相当精彩。
tends to be a bit stubborn in changing,在改变……方面往往有些固执
tends to consider what others think of,往往会在意别人如何看待
tends to interrupts others during conversations when,往往会在交谈中打断别人，当
tends to make a small mess with,往往会用……弄得一团小乱
tends to stare unwaveringly when,往往会目不转睛地盯着，当
tends to stretch out when,往往会伸懒腰，当
that occurs in the myths of,发生于……神话中的
that tribute would no longer be offered,那份贡品将不再呈上
that you increase the value of the temple by decorating or adding [C:6:0:0]Furniture[C:7:0:0] like [C:6:0:0]Statues[C:7:0:0].,您通过装饰或添加 [C:6:0:0]家具[C:7:0:0]（如 [C:6:0:0]雕像[C:7:0:0]）来提升神庙的价值。
"the [C:5:0:1]Burrow[C:7:0:0] menu) for your squad to defend.  The [C:3:0:1]Training[C:7:0:0] order allows your soldiers to train, but you must",[C:5:0:1]活动区[C:7:0:0]菜单）供您的队伍驻守防御。[C:3:0:1]训练[C:7:0:0]命令可让士兵进行训练，但您必须
the [C:6:0:0]Stoneworker's Shop[C:7:0:0] and the [C:6:0:0]Metalsmith's Forge[C:7:0:0].  [C:6:0:1]Bags[C:7:0:0] are created at the [C:6:0:0]Clothier's Shop[C:7:0:0] or the [C:6:0:0]Leatherworks[C:7:0:0].,[C:6:0:0]石匠工坊[C:7:0:0]和[C:6:0:0]金属匠锻造炉[C:7:0:0]。[C:6:0:1]袋子[C:7:0:0]则在[C:6:0:0]裁缝铺[C:7:0:0]或[C:6:0:0]皮革作坊[C:7:0:0]制作。
the acceptance of a petition for a guildhall for,接受为……建立公会所大厅的请愿
the acceptance of a petition for a temple for,接受为……建立神庙的请愿
passing through a hole in the,穿过一个位于
"past you, interrupting your action.",从你身边经过，打断了你的动作。
patching corruption: item off-loaded and also in play:,修复损坏：物品已卸载且同时处于游戏中：
percussion instrument.,打击乐器。
perform arithmetic on,对……执行算术运算
perform bitwise operation on,对……执行位运算
performance troupe from,来自……的演出团
performing the rites of,举行……的仪式
perpetrated a violent attack upon,对……施以暴力袭击
pipes to select the pitch as the air leaves the instrument.],管子来选择气流离开乐器时的音高。]
plant growth not found:,未找到植物生长物：
plant growth not set despite non-empty strings:,尽管字符串非空但植物生长物未设置：
playing a one-shot cluster,进行一次性聚类
playing make believe.,玩着假装游戏。
plectrum plucks the string,拨片拨动琴弦
to handle the matter directly or through another party,直接处理此事，或通过他人处理
"to interact with nearby objects and environmental features.  In particular, this is an easy way to pick things up.",与附近的物体和环境要素互动。尤其是，这是一种轻松拾取物品的方式。
to live a life of adventure,过冒险者的生活
to move into my new home with,与之一起搬进我的新家
to place your pile.  [C:6:0:0]Stockpiles[C:7:0:0] can be placed both on the surface and underground.,放置你的仓库。[C:6:0:0]仓库[C:7:0:0]既可以放在地表，也可以放在地下。
to play back a recorded macro.,播放已录制的宏。
to record/stop recording a macro.,录制/停止录制宏。
to sabotage the activities of,破坏……的活动
to save a macro to a file.,将宏保存到文件。
to select which of these bells are struck.,选择敲响哪些钟。
to select which of these strings are,选择哪些琴弦
to shared worship of,与……共同进行崇拜
to smooth the operation of,使……顺利运作
to stop the conflict between,停止……之间的冲突
to take up my position,就任我的职位
unknown boiling creature substance,未知沸腾生物物质
unknown boiling plant substance,未知沸腾植物物质
unknown boiling substance,未知沸腾物质
unknown compression method,未知压缩方法
unknown creature paste,未知生物膏
unknown creature substance,未知生物物质
unknown frozen creature powder,未知冷冻生物粉末
unknown frozen creature substance,未知冷冻生物物质
unknown frozen plant paste,未知冷冻植物膏
unknown frozen plant powder,未知冷冻植物粉末
unknown frozen plant substance,未知冷冻植物物质
unknown frozen powder,未知冷冻粉末
