text,translation
This is a silty clay loam bucket.  ,这是一只淤泥黏壤水桶。
This is a silty clay loam bin.  ,这是一只淤泥黏壤箱子。
This is a silty clay loam box.  ,这是一只淤泥黏壤小箱。
This is a silty clay loam bag.  ,这是一只淤泥黏壤袋子。
This is a silty clay loam anvil.  ,这是一座淤泥黏壤铁砧。
This is a silty clay loam slab.  ,这是一块淤泥黏壤石板。
This is a loam display case.  ,这是一个壤土展示柜。
This is a loam altar.  ,这是一个壤土祭坛。
This is a loam pedestal.  ,这是一个壤土基座。
This is a loam bookcase.  ,这是一个壤土书架。
This is a sandy loam chair.  ,这是一把砂质壤土椅子。
This is a sandy loam bed.  ,这是一张砂质壤土床。
This is a sandy loam table.  ,这是一张砂质壤土桌子。
This is a sandy loam coffin.  ,这是一具砂质壤土棺材。
This is a sandy loam armor stand.  ,这是一个砂质壤土盔甲架。
This is a sandy loam weapon rack.  ,这是一个砂质壤土武器架。
This is a sandy loam cabinet.  ,这是一个砂质壤土柜子。
This is a sandy loam door.  ,这是一扇砂质壤土门。
This is a sandy loam floodgate.  ,这是一个砂质壤土水闸。
This is a sandy loam hatch cover.  ,这是一个砂质壤土舱口盖。
This is a sandy loam grate.  ,这是一个砂质壤土格栅。
This is a sandy loam throne.  ,这是一个砂壤土王座。
This is a sandy loam statue.  ,这是一个砂壤土雕像。
This is a sandy loam window.  ,这是一个砂壤土窗户。
This is a sandy loam cage.  ,这是一个砂壤土笼子。
This is a sandy loam barrel.  ,这是一个砂壤土木桶。
This is a sandy loam bucket.  ,这是一个砂壤土水桶。
This is a sandy loam bin.  ,这是一个砂壤土箱子。
This is a sandy loam box.  ,这是一个砂壤土箱子。
This is a sandy loam bag.  ,这是一个砂壤土袋子。
This is a sandy loam anvil.  ,这是一个砂壤土铁砧。
This is a sandy loam slab.  ,这是一个砂壤土石碑。
This is a sandy loam quern.  ,这是一个砂壤土手推磨。
This is a sandy loam millstone.  ,这是一个砂壤土磨盘。
This is a sandy loam display case.  ,这是一个砂壤土展示柜。
This is a sandy loam altar.  ,这是一个砂壤土祭坛。
This is a sandy loam pedestal.  ,这是一个砂壤土基座。
This is a sandy loam bookcase.  ,这是一个砂壤土书架。
This is a silt loam chair.  ,这是一把粉砂壤土椅子。
This is a silt loam bed.  ,这是一张粉砂壤土床。
This is a silt loam table.  ,这是一张粉砂壤土桌子。
This is a silt loam coffin.  ,这是一具粉砂壤土棺材。
This is a silt loam armor stand.  ,这是一个粉砂壤土盔甲架。
This is a silt loam weapon rack.  ,这是一个粉砂壤土武器架。
This is a silt loam cabinet.  ,这是一个粉砂壤土柜子。
This is a silt loam door.  ,这是一扇粉砂壤土门。
This is a silt loam floodgate.  ,这是一个粉砂壤土闸门。
This is a silt loam hatch cover.  ,这是一块粉砂壤土舱口盖。
This is a silt loam grate.  ,这是一块粉砂壤土格栅。
This is a silt loam throne.  ,这是一把粉砂壤土王座。
This is a silt loam statue.  ,这是一尊粉砂壤土雕像。
This is a silt loam window.  ,这是一个粉砂壤土窗户。
This is a silt loam cage.  ,这是一个粉砂壤土笼子。
This is a silt loam barrel.  ,这是一个粉砂壤木桶。
This is a silt loam bucket.  ,这是一个粉砂壤土水桶。
This is a silt loam bin.  ,这是一个粉砂壤土箱子。
This is a silt loam box.  ,这是一个粉砂壤土盒子。
This is a silt loam bag.  ,这是一个粉砂壤土袋子。
This is a silt loam anvil.  ,这是一个粉砂壤土铁砧。
This is a silt loam slab.  ,这是一块粉砂壤土石板。
This is a silt loam quern.  ,这是一个粉砂壤土手推磨。
This is a silt loam millstone.  ,这是一个粉砂壤土磨盘。
This is a silt loam display case.  ,这是一个粉砂壤土展示柜。
This is a silt loam altar.  ,这是一个粉砂壤土祭坛。
This is a silt loam pedestal.  ,这是一个粉砂壤土基座。
This is a silt loam bookcase.  ,这是一个粉砂壤土书柜。
This is a loamy sand chair.  ,这是一把壤砂土椅子。
This is a loamy sand bed.  ,这是一张壤砂土床。
This is a loamy sand table.  ,这是一张壤砂土桌子。
This is a loamy sand coffin.  ,这是一口壤砂土棺材。
This is a loamy sand armor stand.  ,这是一个壤砂土盔甲架。
This is a loamy sand weapon rack.  ,这是一个壤砂土武器架。
This is a loamy sand cabinet.  ,这是一个壤砂土柜子。
This is a loamy sand door.  ,这是一扇壤砂土门。
This is a loamy sand floodgate.  ,这是一道壤砂土防洪闸。
This is a loamy sand hatch cover.  ,这是一个壤砂土活板盖。
This is a loamy sand grate.  ,这是一个壤砂土格栅。
This is a loamy sand throne.  ,这是一个壤砂土王座。
This is a loamy sand statue.  ,这是一座壤砂土雕像。
This is a loamy sand window.  ,这是一扇壤砂土窗户。
This is a loamy sand cage.  ,这是一个壤砂土笼子。
This is a sand tan armor stand.  ,这是一个沙褐色盔甲架。
This is a sand tan weapon rack.  ,这是一个沙褐色武器架。
This is a sand tan cabinet.  ,这是一个沙褐色柜子。
This is a sand tan door.  ,这是一扇沙褐色门。
This is a sand tan floodgate.  ,这是一个沙褐色水闸。
This is a sand tan hatch cover.  ,这是一个沙褐色舱口盖。
This is a sand tan grate.  ,这是一个沙褐色格栅。
This is a sand tan throne.  ,这是一个沙褐色王座。
This is a sand tan statue.  ,这是一个沙褐色雕像。
This is a sand tan window.  ,这是一扇沙褐色窗户。
This is a sand tan cage.  ,这是一个沙褐色笼子。
This is a sand tan barrel.  ,这是一个沙褐色桶。
This is a sand tan bucket.  ,这是一个沙褐色水桶。
This is a sand tan bin.  ,这是一个沙褐色储物箱。
This is a sand tan box.  ,这是一个沙褐色盒子。
This is a sandy clay bucket.  ,这是一个砂质黏土桶。
This is a sandy clay bin.  ,这是一个砂质黏土储物箱。
This is a sandy clay box.  ,这是一个砂质黏土盒子。
This is a sandy clay bag.  ,这是一个砂质黏土袋子。
This is a sandy clay anvil.  ,这是一个砂质黏土铁砧。
This is a sandy clay slab.  ,这是一个砂质黏土石板。
This is a sandy clay quern.  ,这是一个砂质黏土手推磨。
This is a sandy clay millstone.  ,这是一个砂质黏土磨石。
This is a sandy clay display case.  ,这是一个砂质黏土展示柜。
This is a sandy clay altar.  ,这是一个砂质黏土祭坛。
This is a sandy clay pedestal.  ,这是一个砂质黏土底座。
This is a sandy clay bookcase.  ,这是一个砂质黏土书柜。
This is a clay loam chair.  ,这是一个黏壤土椅子。
This is a clay loam bed.  ,这是一个黏壤土床。
This is a clay loam table.  ,这是一个黏壤土桌子。
This is a silt table.  ,这是淤泥桌。
This is a silt coffin.  ,这是淤泥棺材。
This is a silt armor stand.  ,这是淤泥盔甲架。
This is a silt weapon rack.  ,这是淤泥武器架。
This is a silt cabinet.  ,这是淤泥柜子。
This is a silt door.  ,这是淤泥门。
This is a silt floodgate.  ,这是淤泥防洪闸。
This is a silt hatch cover.  ,这是淤泥活板门。
This is a silt grate.  ,这是淤泥格栅。
This is a silt throne.  ,这是淤泥王座。
This is a silt statue.  ,这是淤泥雕像。
This is a silt window.  ,这是淤泥窗户。
This is a silt cage.  ,这是淤泥笼子。
This is a silt barrel.  ,这是淤泥桶。
This is a silt bucket.  ,这是淤泥提桶。
This is a sand yellow cabinet.  ,这是一个沙黄色橱柜。
This is a sand yellow door.  ,这是一个沙黄色门。
This is a sand yellow floodgate.  ,这是一个沙黄色水闸。
This is a sand yellow hatch cover.  ,这是一个沙黄色舱盖。
This is a sand yellow grate.  ,这是一个沙黄色格栅。
This is a sand yellow throne.  ,这是一个沙黄色王座。
This is a sand yellow statue.  ,这是一个沙黄色雕像。
This is a sand yellow window.  ,这是一个沙黄色窗户。
This is a sand yellow cage.  ,这是一个沙黄色笼子。
This is a sand yellow barrel.  ,这是一个沙黄色桶。
This is a sand yellow bucket.  ,这是一个沙黄色水桶。
This is a sand yellow bin.  ,这是一个沙黄色储物箱。
This is a sand yellow box.  ,这是一个沙黄色盒子。
This is a sand yellow bag.  ,这是一个沙黄色袋子。
This is a sand yellow anvil.  ,这是一个沙黄色铁砧。
This is a loamy sand barrel.  ,这是一个壤砂桶。
This is a loamy sand bucket.  ,这是一个壤砂水桶。
This is a loamy sand bin.  ,这是一个壤砂储物箱。
This is a loamy sand box.  ,这是一个壤砂盒子。
This is a loamy sand bag.  ,这是一个壤砂袋。
This is a loamy sand anvil.  ,这是一个壤砂铁砧。
This is a loamy sand slab.  ,这是一块壤砂石板。
This is a loamy sand quern.  ,这是一个壤砂手推磨。
This is a loamy sand millstone.  ,这是一个壤砂磨石。
This is a loamy sand display case.  ,这是一个壤砂展示柜。
This is a loamy sand altar.  ,这是一个壤砂祭坛。
This is a loamy sand pedestal.  ,这是一个壤砂基座。
This is a loamy sand bookcase.  ,这是一个壤砂书柜。
This is a silt chair.  ,这是一把粉砂椅子。
This is a silt bed.  ,这是一张粉砂床。
This is a sand yellow slab.  ,这是一块沙黄色石板。
This is a sand yellow quern.  ,这是一个沙黄色石磨。
This is a sand yellow millstone.  ,这是一个沙黄色磨石。
This is a sand yellow display case.  ,这是一个沙黄色展示柜。
This is a sand yellow altar.  ,这是一个沙黄色祭坛。
This is a sand yellow pedestal.  ,这是一个沙黄色底座。
This is a sand yellow bookcase.  ,这是一个沙黄色书架。
This is a sand white chair.  ,这是一把沙白色椅子。
This is a sand white bed.  ,这是一张沙白色床。
This is a sand white table.  ,这是一张沙白色桌子。
This is a sand white coffin.  ,这是一口沙白色棺材。
This is a sand white armor stand.  ,这是一个沙白色盔甲支架。
This is a sand white weapon rack.  ,这是一个沙白色武器架。
This is a sand white cabinet.  ,这是一个沙白色橱柜。
This is a sand white door.  ,这是一扇沙白色门。
This is a sand tan bag.  ,这是一个沙褐色袋子。
This is a sand tan anvil.  ,这是一个沙褐色铁砧。
This is a sand tan slab.  ,这是一个沙褐色石板。
This is a sand tan quern.  ,这是一个沙褐色手推磨。
This is a sand tan millstone.  ,这是一个沙褐色磨石。
This is a sand tan display case.  ,这是一个沙褐色展示柜。
This is a sand tan altar.  ,这是一个沙褐色祭坛。
This is a sand tan pedestal.  ,这是一个沙褐色底座。
This is a sand tan bookcase.  ,这是一个沙褐色书柜。
This is a sand yellow chair.  ,这是一把沙黄色椅子。
This is a sand yellow bed.  ,这是一张沙黄色床。
This is a sand yellow table.  ,这是一张沙黄色桌子。
This is a sand yellow coffin.  ,这是一口沙黄色棺材。
This is a sand yellow armor stand.  ,这是一个沙黄色盔甲架。
This is a sand yellow weapon rack.  ,这是一个沙黄色武器架。
This is a sand black altar.  ,这是一座黑沙祭坛。
This is a sand black pedestal.  ,这是一个黑沙底座。
This is a sand black bookcase.  ,这是一个黑沙书架。
This is a sand red chair.  ,这是一把红沙椅子。
This is a sand red bed.  ,这是一张红沙床。
This is a sand red table.  ,这是一张红沙桌子。
This is a sand red coffin.  ,这是一口红沙棺材。
This is a sand red armor stand.  ,这是一个红沙盔甲架。
This is a sand red weapon rack.  ,这是一个红沙武器架。
This is a sand red cabinet.  ,这是一个红沙柜子。
This is a sand red door.  ,这是一扇红沙门。
This is a sand red floodgate.  ,这是一道红沙防洪闸。
This is a sand red hatch cover.  ,这是一个红沙舱口盖。
This is a sand red grate.  ,这是一个红沙格栅。
This is a sand red throne.  ,这是一把红沙王座。
This is a sand white floodgate.  ,这是一个沙白色的防洪闸门。
This is a sand white hatch cover.  ,这是一个沙白色的活板门盖。
This is a sand white grate.  ,这是一个沙白色的格栅。
This is a sand white throne.  ,这是一个沙白色的王座。
This is a sand white statue.  ,这是一个沙白色的雕像。
This is a sand white window.  ,这是一个沙白色的窗户。
This is a sand white cage.  ,这是一个沙白色的笼子。
This is a sand white barrel.  ,这是一个沙白色的木桶。
This is a sand white bucket.  ,这是一个沙白色的水桶。
This is a sand white bin.  ,这是一个沙白色的储物箱。
This is a sand white box.  ,这是一个沙白色的盒子。
This is a sand white bag.  ,这是一个沙白色的袋子。
This is a sand white anvil.  ,这是一个沙白色的铁砧。
This is a sand white slab.  ,这是一个沙白色的石板。
This is a sand white quern.  ,这是一个沙白色的手推磨。
This is a sand black grate.  ,这是一个沙黑色格栅。
This is a sand black throne.  ,这是一个沙黑色王座。
This is a sand black statue.  ,这是一个沙黑色雕像。
This is a sand black window.  ,这是一个沙黑色窗户。
This is a sand black cage.  ,这是一个沙黑色笼子。
This is a sand black barrel.  ,这是一个沙黑色木桶。
This is a sand black bucket.  ,这是一个沙黑色水桶。
This is a sand black bin.  ,这是一个沙黑色储物箱。
This is a sand black box.  ,这是一个沙黑色盒子。
This is a sand black bag.  ,这是一个沙黑色袋子。
This is a sand black anvil.  ,这是一个沙黑色铁砧。
This is a sand black slab.  ,这是一个沙黑色石板。
This is a sand black quern.  ,这是一个沙黑色手推磨。
This is a sand black millstone.  ,这是一个沙黑色磨石。
This is a sand black display case.  ,这是一个沙黑色展示柜。
This is a pelagic clay bed.  ,这是一张远洋粘土床。
This is a pelagic clay table.  ,这是一张远洋粘土桌子。
This is a pelagic clay coffin.  ,这是一口远洋粘土棺材。
This is a pelagic clay armor stand.  ,这是一个远洋粘土盔甲架。
This is a pelagic clay weapon rack.  ,这是一个远洋粘土武器架。
This is a pelagic clay cabinet.  ,这是一个远洋粘土橱柜。
This is a pelagic clay door.  ,这是一扇远洋粘土门。
This is a pelagic clay floodgate.  ,这是一扇远洋粘土闸门。
This is a pelagic clay hatch cover.  ,这是一个远洋粘土活板门。
This is a pelagic clay grate.  ,这是一个远洋粘土格栅。
This is a pelagic clay throne.  ,这是一个远洋粘土王座。
This is a pelagic clay statue.  ,这是一个远洋粘土雕像。
This is a pelagic clay window.  ,这是一扇远洋粘土窗户。
This is a pelagic clay cage.  ,这是一个远洋粘土笼子。
This is a pelagic clay barrel.  ,这是一个远洋粘土桶。
This is a sand red bookcase.  ,这是一个红沙书柜。
This is a peat chair.  ,这是一把泥炭椅子。
This is a peat bed.  ,这是一张泥炭床。
This is a peat table.  ,这是一张泥炭桌子。
This is a peat coffin.  ,这是一口泥炭棺材。
This is a peat armor stand.  ,这是一个泥炭盔甲架。
This is a peat weapon rack.  ,这是一个泥炭武器架。
This is a peat cabinet.  ,这是一个泥炭橱柜。
This is a peat door.  ,这是一扇泥炭门。
This is a peat floodgate.  ,这是一扇泥炭防洪闸门。
This is a peat hatch cover.  ,这是一个泥炭舱盖。
This is a peat grate.  ,这是一个泥炭栅栏。
This is a peat throne.  ,这是一个泥炭王座。
This is a peat statue.  ,这是一座泥炭雕像。
This is a peat window.  ,这是一扇泥炭窗户。
This is a peat cage.  ,这是一个泥炭笼。
This is a peat barrel.  ,这是一个泥炭桶。
This is a peat bucket.  ,这是一个泥炭提桶。
This is a peat bin.  ,这是一个泥炭储物箱。
This is a peat box.  ,这是一个泥炭盒子。
This is a peat bag.  ,这是一个泥炭袋子。
This is a peat anvil.  ,这是一个泥炭砧。
This is a peat slab.  ,这是一块泥炭板。
This is a peat quern.  ,这是一个泥炭手推磨。
This is a peat millstone.  ,这是一个泥炭磨盘。
This is a peat display case.  ,这是一个泥炭展示柜。
This is a peat altar.  ,这是一个泥炭祭坛。
This is a peat pedestal.  ,这是一个泥炭底座。
This is a peat bookcase.  ,这是一个泥炭书柜。
This is a pelagic clay chair.  ,这是一把远洋黏土椅子。
This is a pelagic clay bucket.  ,这是一个远洋黏土桶。
This is a pelagic clay bin.  ,这是一个远洋黏土箱。
This is a pelagic clay box.  ,这是一个远洋黏土盒。
This is a pelagic clay bag.  ,这是一个远洋黏土袋。
This is a pelagic clay anvil.  ,这是一个远洋黏土砧。
This is a pelagic clay slab.  ,这是一块远洋黏土板。
This is a pelagic clay quern.  ,这是一个远洋黏土手推磨。
This is a pelagic clay millstone.  ,这是一个远洋黏土磨盘。
This is a pelagic clay display case.  ,这是一个远洋黏土展示柜。
This is a pelagic clay altar.  ,这是一个远洋黏土祭坛。
This is a pelagic clay pedestal.  ,这是一个远洋黏土底座。
This is a pelagic clay bookcase.  ,这是一个远洋黏土书柜。
This is a calcareous ooze chair.  ,这是一把钙质软泥椅子。
This is a calcareous ooze bed.  ,这是一张钙质软泥床。
This is a calcareous ooze table.  ,这是一张钙质软泥桌子。
This is a calcareous ooze coffin.  ,这是一个钙质软泥棺材。
This is a calcareous ooze armor stand.  ,这是一个钙质软泥盔甲架。
This is a calcareous ooze weapon rack.  ,这是一个钙质软泥武器架。
This is a calcareous ooze cabinet.  ,这是一个钙质软泥柜子。
This is a calcareous ooze door.  ,这是一个钙质软泥门。
This is a calcareous ooze floodgate.  ,这是一个钙质软泥防洪闸。
This is a calcareous ooze hatch cover.  ,这是一个钙质软泥活板门。
This is a calcareous ooze grate.  ,这是一个钙质软泥格栅。
This is a calcareous ooze throne.  ,这是一个钙质软泥王座。
This is a calcareous ooze statue.  ,这是一个钙质软泥雕像。
This is a calcareous ooze window.  ,这是一个钙质软泥窗户。
This is a calcareous ooze cage.  ,这是一个钙质软泥笼子。
This is a calcareous ooze barrel.  ,这是一个钙质软泥桶。
This is a calcareous ooze bucket.  ,这是一个钙质软泥水桶。
This is a calcareous ooze bin.  ,这是一个钙质软泥箱子。
This is a calcareous ooze box.  ,这是一个钙质软泥箱子。
This is a calcareous ooze bag.  ,这是一个钙质软泥袋子。
This is a calcareous ooze anvil.  ,这是一个钙质软泥铁砧。
This is a calcareous ooze slab.  ,这是一个钙质软泥石板。
This is a calcareous ooze quern.  ,这是一个钙质软泥手推磨。
This is a calcareous ooze millstone.  ,这是一个钙质软泥磨石。
This is a calcareous ooze display case.  ,这是一个钙质软泥展示柜。
This is a calcareous ooze altar.  ,这是一个钙质软泥祭坛。
This is a calcareous ooze pedestal.  ,这是一个钙质软泥底座。
This is a calcareous ooze bookcase.  ,这是一个钙质软泥书柜。
This is a siliceous ooze chair.  ,这是一把硅质软泥椅子。
This is a siliceous ooze bed.  ,这是一张硅质软泥床。
This is a siliceous ooze table.  ,这是一张硅质软泥桌子。
This is a siliceous ooze coffin.  ,这是一口硅质软泥棺材。
This is a siliceous ooze armor stand.  ,这是一个硅质软泥盔甲架。
This is a silt bin.  ,这是一个淤泥箱。
This is a silt box.  ,这是一个淤泥盒。
This is a silt bag.  ,这是一个淤泥袋。
This is a silt anvil.  ,这是一个淤泥砧。
This is a silt slab.  ,这是一个淤泥板。
This is a silt quern.  ,这是一个淤泥磨盘。
This is a silt millstone.  ,这是一个淤泥磨石。
This is a silt display case.  ,这是一个淤泥展示柜。
This is a silt altar.  ,这是一个淤泥祭坛。
This is a silt pedestal.  ,这是一个淤泥基座。
This is a silt bookcase.  ,这是一个淤泥书柜。
This is a sand tan chair.  ,这是一把棕沙椅子。
This is a sand tan bed.  ,这是一张棕沙床。
This is a sand tan table.  ,这是一张棕沙桌子。
This is a sand tan coffin.  ,这是一口棕沙棺材。
This is a fire clay door.  ,这是一扇耐火粘土门。
This is a fire clay floodgate.  ,这是一个耐火粘土防洪闸。
This is a fire clay hatch cover.  ,这是一个耐火粘土活板盖。
This is a fire clay grate.  ,这是一个耐火粘土格栅。
This is a fire clay throne.  ,这是一个耐火粘土王座。
This is a fire clay statue.  ,这是一个耐火粘土雕像。
This is a fire clay window.  ,这是一扇耐火粘土窗户。
This is a fire clay cage.  ,这是一个耐火粘土笼子。
This is a fire clay barrel.  ,这是一个耐火粘土桶。
This is a fire clay bucket.  ,这是一个耐火粘土水桶。
This is a fire clay bin.  ,这是一个耐火粘土储物箱。
This is a fire clay box.  ,这是一个耐火粘土箱子。
This is a fire clay bag.  ,这是一个耐火粘土袋子。
This is a fire clay anvil.  ,这是一个耐火粘土铁砧。
This is a fire clay slab.  ,这是一块耐火粘土石碑。
This is a siliceous ooze weapon rack.  ,这是一个硅质软泥武器架。
This is a siliceous ooze cabinet.  ,这是一个硅质软泥柜子。
This is a siliceous ooze door.  ,这是一个硅质软泥门。
This is a siliceous ooze floodgate.  ,这是一个硅质软泥水闸。
This is a siliceous ooze hatch cover.  ,这是一个硅质软泥活板门。
This is a siliceous ooze grate.  ,这是一个硅质软泥格栅。
This is a siliceous ooze throne.  ,这是一个硅质软泥王座。
This is a siliceous ooze statue.  ,这是一个硅质软泥雕像。
This is a siliceous ooze window.  ,这是一个硅质软泥窗户。
This is a siliceous ooze cage.  ,这是一个硅质软泥笼子。
This is a siliceous ooze barrel.  ,这是一个硅质软泥桶。
This is a siliceous ooze bucket.  ,这是一个硅质软泥水桶。
This is a siliceous ooze bin.  ,这是一个硅质软泥箱子。
This is a siliceous ooze box.  ,这是一个硅质软泥盒子。
This is a siliceous ooze bag.  ,这是一个硅质软泥袋子。
This is a cow leather vest.  ,这是一件牛皮背心。
This is a cow leather dress.  ,这是一件牛皮连衣裙。
This is a cow leather robe.  ,这是一件牛皮长袍。
This is a cow leather helm.  ,这是一顶牛皮头盔。
This is a cow leather cap.  ,这是一顶牛皮无边帽。
This is a cow leather hood.  ,这是一顶牛皮兜帽。
This is a cow leather turban.  ,这是一条牛皮头巾。
This is a cow leather mask.  ,这是一副牛皮面具。
This is a cow leather head veil.  ,这是一条牛皮头纱。
This is a cow leather face veil.  ,这是一条牛皮面纱。
This is a cow leather headscarf.  ,这是一条牛皮头巾。
This is a cow leather trousers.  ,这是一条牛皮长裤。
This is a cow leather greaves.  ,这是一副牛皮护胫。
This is a cow leather leggings.  ,这是一条牛皮护腿。
This is a cow leather loincloth.  ,这是一条牛皮缠腰布。
This is a cow leather thong.  ,这是一条牛皮缠腰布。
This is a cow leather skirt.  ,这是一条牛皮裙。
This is a cow leather braies.  ,这是一条牛皮裤。
This is a cow leather gauntlet.  ,这是一只牛皮护手套。
This is a cow leather glove.  ,这是一只牛皮手套。
This is a cow leather mitten.  ,这是一只牛皮连指手套。
This is a cow leather shoe.  ,这是一只牛皮鞋。
This is a cow leather high boot.  ,这是一只牛皮高靴。
This is a cow leather low boot.  ,这是一只牛皮低靴。
This is a cow leather sandal.  ,这是一只牛皮凉鞋。
This is a cow leather chausse.  ,这是一条牛皮护腿。
This is a cow leather sock.  ,这是一只牛皮袜。
This is a cow leather cloth.  ,这是一块牛皮布。
This is a cow leather bag.  ,这是一个牛皮袋。
This is a cow leather backpack.  ,这是一个牛皮背包。
This is a fire clay quern.  ,这是一个火黏土手磨。
This is a fire clay millstone.  ,这是一个火黏土磨石。
This is a fire clay display case.  ,这是一个火黏土展示柜。
This is a fire clay altar.  ,这是一个火黏土祭坛。
This is a fire clay pedestal.  ,这是一个火黏土底座。
This is a fire clay bookcase.  ,这是一个火黏土书柜。
This is a cow leather breastplate.  ,这是一件牛皮胸甲。
This is a cow leather mail shirt.  ,这是一件牛皮锁子衫。
This is a cow leather armor.  ,这是一件牛皮护甲。
This is a cow leather coat.  ,这是一件牛皮外套。
This is a cow leather shirt.  ,这是一件牛皮衬衫。
This is a cow leather cloak.  ,这是一件牛皮斗篷。
This is a cow leather tunic.  ,这是一件牛皮短袍。
This is a cow leather toga.  ,这是一件牛皮托加袍。
This is a cow leather cape.  ,这是一件牛皮披风。
This is a sand red statue.  ,这是一个沙红色的雕像。
This is a sand red window.  ,这是一个沙红色的窗户。
This is a sand red cage.  ,这是一个沙红色的笼子。
This is a sand red barrel.  ,这是一个沙红色的桶。
This is a sand red bucket.  ,这是一个沙红色的水桶。
This is a sand red bin.  ,这是一个沙红色的储物箱。
This is a sand red box.  ,这是一个沙红色的箱子。
This is a sand red bag.  ,这是一个沙红色的袋子。
This is a sand red anvil.  ,这是一个沙红色的铁砧。
This is a sand red slab.  ,这是一个沙红色的石板。
This is a sand red quern.  ,这是一个沙红色的手推磨。
This is a sand red millstone.  ,这是一个沙红色的磨石。
This is a sand red display case.  ,这是一个沙红色的展示柜。
This is a sand red altar.  ,这是一个沙红色的祭坛。
This is a sand red pedestal.  ,这是一个沙红色的底座。
This is a pig leather shirt.  ,这是一件猪皮衬衫。
This is a pig leather cloak.  ,这是一件猪皮斗篷。
This is a pig leather tunic.  ,这是一件猪皮束腰上衣。
This is a pig leather toga.  ,这是一件猪皮托加袍。
This is a pig leather cape.  ,这是一件猪皮披肩。
This is a pig leather vest.  ,这是一件猪皮背心。
This is a pig leather dress.  ,这是一条猪皮连衣裙。
This is a pig leather robe.  ,这是一件猪皮长袍。
This is a pig leather helm.  ,这是一顶猪皮头盔。
This is a pig leather cap.  ,这是一顶猪皮无边帽。
This is a pig leather hood.  ,这是一顶猪皮兜帽。
This is a pig leather turban.  ,这是一条猪皮头巾。
This is a pig leather mask.  ,这是一个猪皮面具。
This is a pig leather head veil.  ,这是一条猪皮头纱。
This is a pig leather face veil.  ,这是一条猪皮面纱。
This is a horse leather mitten.  ,这是一只马皮连指手套。
This is a horse leather shoe.  ,这是一只马皮鞋。
This is a horse leather high boot.  ,这是一只马皮高筒靴。
This is a horse leather low boot.  ,这是一只马皮低筒靴。
This is a horse leather sandal.  ,这是一只马皮凉鞋。
This is a horse leather chausse.  ,这是一件马皮护腿。
This is a horse leather sock.  ,这是一只马皮袜子。
This is a horse leather cloth.  ,这是一块马皮布。
This is a horse leather bag.  ,这是一个马皮袋子。
This is a horse leather backpack.  ,这是一个马皮背包。
This is a horse leather waterskin.  ,这是一个马皮水囊。
This is a pig leather breastplate.  ,这是一件猪皮胸甲。
This is a pig leather mail shirt.  ,这是一件猪皮锁子衫。
This is a pig leather armor.  ,这是一件猪皮盔甲。
This is a pig leather coat.  ,这是一件猪皮外套。
This is a cow leather waterskin.  ,这是一个牛皮水囊。
This is a horse leather breastplate.  ,这是一件马皮胸甲。
This is a horse leather mail shirt.  ,这是一件马皮锁子衫。
This is a horse leather armor.  ,这是一件马皮盔甲。
This is a horse leather coat.  ,这是一件马皮外套。
This is a horse leather shirt.  ,这是一件马皮衬衫。
This is a horse leather cloak.  ,这是一件马皮斗篷。
This is a horse leather tunic.  ,这是一件马皮短上衣。
This is a horse leather toga.  ,这是一件马皮托加长袍。
This is a horse leather cape.  ,这是一件马皮披风。
This is a horse leather vest.  ,这是一件马皮背心。
This is a horse leather dress.  ,这是一条马皮连衣裙。
This is a horse leather robe.  ,这是一件马皮长袍。
This is a horse leather helm.  ,这是一顶马皮头盔。
This is a horse leather cap.  ,这是一顶马皮便帽。
This is a pig leather headscarf.  ,这是一条猪皮头巾。
This is a pig leather trousers.  ,这是一条猪皮裤子。
This is a pig leather greaves.  ,这是一副猪皮护胫。
This is a pig leather leggings.  ,这是一条猪皮护腿。
This is a pig leather loincloth.  ,这是一条猪皮缠腰布。
This is a pig leather thong.  ,这是一条猪皮丁字裤。
This is a pig leather skirt.  ,这是一条猪皮短裙。
This is a pig leather braies.  ,这是一条猪皮衬裤。
This is a pig leather gauntlet.  ,这是一只猪皮护手。
This is a pig leather glove.  ,这是一只猪皮手套。
This is a pig leather mitten.  ,这是一只猪皮连指手套。
This is a pig leather shoe.  ,这是一只猪皮鞋。
This is a pig leather high boot.  ,这是一只猪皮高靴。
This is a pig leather low boot.  ,这是一只猪皮低靴。
This is a pig leather sandal.  ,这是一只猪皮凉鞋。
This is a sheep leather vest.  ,这是一件绵羊皮背心。
This is a sheep leather dress.  ,这是一条绵羊皮连衣裙。
This is a sheep leather robe.  ,这是一件绵羊皮长袍。
This is a sheep leather helm.  ,这是一顶绵羊皮头盔。
This is a sheep leather cap.  ,这是一顶绵羊皮便帽。
This is a sheep leather hood.  ,这是一顶绵羊皮兜帽。
This is a sheep leather turban.  ,这是一条绵羊皮头巾。
This is a sheep leather mask.  ,这是一个绵羊皮面具。
This is a sheep leather head veil.  ,这是一条绵羊皮头纱。
This is a sheep leather face veil.  ,这是一条绵羊皮面纱。
This is a sheep leather headscarf.  ,这是一条绵羊皮头巾。
This is a sheep leather trousers.  ,这是一条绵羊皮裤子。
This is a sheep leather greaves.  ,这是一副绵羊皮护胫。
This is a sheep leather leggings.  ,这是一条绵羊皮紧身裤。
This is a sheep leather loincloth.  ,这是一条绵羊皮缠腰布。
This is a sheep leather waterskin.  ,这是一个绵羊皮水囊。
